comment,label
বেষ্ট মুভি কান্নাটা আটকাতে পারলাম না,Positive
এরকম ভালোবাসার জন্য হাজার হাজার বন্ধুত এমনই শেষ হয়ে যায়,Positive
- বেস্টফ্রেন্ড তো সেই...  - যে ঠান্ডা লাগা গলা আর কান্না ভেজা গলার পার্থক্য বুঝবে!,Positive
মুভি টা দেখে কাঁদতে হলো অনেক এটাই প্রকৃত বন্ধুত্ব,Positive
সত্যিই ছবিটার প্রশংসা ভাষায় প্রকাশিত করা যাবে না।,Positive
সঠিক বন্ধুত্ব এমনই হয়। এক বন্ধুর কাছে আরেক বন্ধু ফ্রেশ থাকা।,Positive
এই মুভিটা দেখে আমার চোখে পানি চলে আসছে,Positive
"ইরাক প্রবাসী আমি,,,কে কে আমার মতো তামিল মুভি বাংলা ডাবিং দেখতে ভালোবসেন।",Positive
প্রকৃত বন্ধুরা সবসময় এমন ই হয়।আর ছোট বেলার বন্ধু গুলো অসাধারণ হয়।,Positive
বন্ধুত্ব মানেই তো ত্যাগ।অসাধারণ একটা মুভি,Positive
জারা অনেক অনেক নতুন ছবি দেখতে চান তারা সবাই লাইক দেন।,Positive
পুরো সিনেমাতে কৃতিকা একজন লিজেন্ড । অভিজ্ঞ ব্যক্তিত্ব ।   বন্ধুত্ব গুলো বেঁচে থাকুক চিরদিন ।,Positive
আসলেই বন্ধুত্বের গল্পটা অনেক সুন্দর হয়,Positive
প্রয়োজনে সবাই প্রিয়জন এটাই স্বাভাবিক..,Positive
পৃথিবীর সব থেকে সুন্দর সম্পর্ক বন্ধুত্ব,Positive
"মুভিটা সত্যিই খুব ভালো লেগেছে,,, সত্যিকারের বন্ধুত্ব হয়তো একেই বলে",Positive
এমন ভালোবাসা শুধু বন্ধুত্বের মধ্যেই থাকে।ধন্যবাদ যারা কষ্ট বাংলা ডাবিং করেছেন।,Positive
"বন্ধুতের মূল্যটা আসলে সবাই দিতে পারে না,ভালো থাকক সব বন্ধুত,,লাভ ইউ বন্ধু,, শামসুরনাহার, নুসরাত, সংগীতা",Positive
সবার জীবনে একটা ভালো বন্ধু  দরকার,Positive
হ্যা এটাই আসল বন্দুত্ত ️️,Positive
"- বন্ধুত্ব ব্যাপারটা অনেক সুন্দর, যদি বন্ধুর মতো বন্ধু হয়!",Positive
বন্ধু  হলো এমন হওয়া উচিত,Positive
"মুভি টা ভালো,,ওরা কজন এক সাথে যে বন্ধু গুলো অভিনয় করেছে তারা ও।বাংলা ডাবিং এরাকম আরো হোক।",Positive
বন্ধু মানেই অনেক কিছু ️ ভালো থাকুক সকল বন্ধুত,Positive
আপসোস যদি আমার এমন একটা বন্ধু থাকতো,Positive
গল্পটা অসাধারণ চোখে পানি চলে এলো,Positive
"কি আছে এই ভালোবাসা নামক শব্দের মধ্যে যার জন্য প্রতিনিয়ত হাসি খুশি থাকা মানুষগুলো সৃষ্টিকর্তার কাছে প্রার্থনা করে মৃত্যুর জন্য‍,,,,",Positive
দুঃখের সৌন্দর্য উপভোগ করতে হয়।,Positive
নাইস মুভি  বাংলাদেশ থেকে যারা যারা এই মুভি টা দেখছো তারাই শুধু লাইক দিন,Positive
সত্যি কারের বন্ধুত্ব কখনও নষ্ট হয় না  আর ভালোবাসা সে তো ভাগ্য লাগে যেটা সবার ভাগ্যে থাকে না এই ছেড়ে যাওয়ার যুগে সবার একটা করে মনের মানুষ থাক,Positive
"অনেক ভালো লাগে  মুভিটা দেখতে। এরকম বন্ধু পাওয়া  ভাগ্যের ব্যাপার , যতবার দেখি ততই মুগ্ধ হয়ে যাই",Positive
ভালো ভালো  বন্ধুত্ত গুলো এই ভাবেই নস্টো হয়ে যাই সরি ভাইয়া,Positive
এই মুভিটা চার বছর পরে আজ দেখলাম।  দেখে খুব কষ্ট পাইলাম আবারও সেই দিনগুলোর কথা মনে পড়ে গেল,Positive
ভাই আপনাদেরকে ধন্যবাদ এত ভালো ভালো ছবি দেওয়ার জন্য,Positive
মুভিটা লাস্টে কাঁদিয়ে ছাড়লো,Positive
"বন্ধুতের জন্য মুভিটা দেখলাম, সত্যি অসাধারন বন্ধুত্ব, টাকা ও মেয়ের জন্যই বন্ধুত্ব শেষ হয়ে জায়",Positive
অনেক দারুন হয়েছে মুভিটা শেষ একটু দেখে খুব কান্না পাচ্ছে আমার,Positive
শেষে কান্না চলে আসছে। কমেন্ট না করে পারলাম না।,Positive
মুভিটা দেখার পর প্রথমে ভালো লাগছে কিন্তু পরে কান্না আসছে,Positive
বন্ধুত্ব এমন হওয়া উচিত ️️️️,Positive
রক্তের সম্পর্ক এর থেকে  শেষ্ঠো সম্পর্ক হলো বন্ধুত্ব,Positive
অামি যত বার এই ছবিটা দেখি তত বারই ভালো লাগে,Positive
আমি এই নিয়ে দুই বার দেখলাম। কারন কিছু মুভির আছে একবারে হৃদয় ছুঁয়ে যাওয়ার মত । তাই দ্বিতীয়বার দেখলাম ।,Positive
আরো বাংলা ডাবিং মুভি চাই। তাই লাইক কমেন্ট দিলাম।,Positive
সত্যিই দুই বন্ধুর এক অসাধারণ মিলন দেখলাম।আসলে বন্ধুত্ব এমনি হয় অভিমান ছাড়া বন্ধুত্ব অসম্পূর্ণ।,Positive
বাস্তবে কোন এক মেয়ের জন্যই ছেলেদের বন্ধুত্ব হারিয়ে যায়।এটাই সত্যি,Positive
"নায়ক-নায়িকাকে আমার অনেক ভালো লাগে,,,",Positive
জীবনে প্রথমবার কোন মুভিতে কমেন্ট করলাম ।কেন যানি না  মুভিটা দেখলে চোখের জল আটকানো অনেক কঠিন হয়ে যায়,Positive
মুভি টা আমার লাইফের সাথে অনেক টা মিল রয়েছে,Positive
খুবই ভালো লাগলো  হৃদয় ছুয়ে গেলো  আরো মুভি চাই,Positive
মুভিটা সত্যি অনেক সুন্দর আমার একটা বন্ধু আছে আমাকে অনেক অনেক ভালোবাসে আমিও আমার বন্ধুকে অনেক ভালোবাসি আমি সারা জীবন তোকে মিস করবো দুস্ত,Positive
"কষ্টের যায়গাটা এখনে, যখন ভালোবাসার মানুষটা হারিয়ে যায়",Positive
বন্ধু হলে এই রকম হওয়াটাই দরকদার  কিন্তু এই রকম শুধু সিনেমাতে হয় বাস্তবে আর এই রকম হয়না।।।তবুও মুভিটা  খুবই সুন্দর,Positive
"মুভি টা দেখে আমার ছোট বেলার বন্ধু কথা মনে পরলো, শুধু ও কথা মনে পরে, ৬/৭ বছর হলো কোন যোগাযোগ নাই,,,  বন্ধু  বন্ধু",Positive
একেই  বলে  বন্ধুত্ব,Positive
এই মুভিটা আমার কাছে এতো ভালো লাগছে যে বলে বোঝাতে পারবো না।,Positive
এই মুভি আমার কলিজার বন্ধু কে দেখতে বলবো,Positive
এখন কার সময় এরকম বন্ধুত্ব খুবই কম দেখা যায়,Positive
সব ঠিক   দিন শেষ এ শুধুই নাটক,Positive
"আমার দেখা মুভিগুলোর মধ্যে এটাই সবচেয়ে বেস্ট মুভি ছিলো,, সবার বন্ধুত্ত যদি এই রকম হতো,,",Positive
"এটার নামই ভালোবাসা, ভালোবাসলে যে তাকে পেতেই হবে এমনটা না। সে যেখানেই থাকুক ভালো থাকুক ।এটাই চাওয়া উচিৎ",Positive
আমার জীবনে সেরা মুভি...আমি বার বার দেখি... তার পরে ও আবার দেখতে ইচ্ছে... একেই বলে বন্ধুত্ব..,Positive
ইমন বাংলা মুভি দেওয়ার জন্য ধন্যবাদ,Positive
এমন একটা বন্ধু  পাওয়া ভাগ্যের ব্যাপার,Positive
মুভিটা দেখে রিদয় ছোয়ে গেল,Positive
"এই ছবি আমি প্রায়,,, ৩০ বারেরও বেশি দেখছি,, কারণ এই ছবিতে নিজের কিছু কাহিনী জরিয়ে আছে,, আর তাই ছবি টা আমার কাছে খুবই জনপ্রিয়",Positive
ভালো লাগার আরো এক নাম হিন্দি পিল্ম বাংলা ডাবিং দেখার,Positive
এই ছবিটা যতবার দেখি তত বার চোখে পানি চলে আসে,Positive
জটিল ছবি টা খুব ভালো লাগলো সবার অভিনয় টাও খুব ভালো ছিলো,Positive
চোখের পানি ধরে রাখা যাইনা।,Positive
"যারা মুভি দেখতে ভালোবাসেন, তারা অবশ্যই এই মুভিটা দেখবেন। ️️",Positive
এমন একটা বন্ধু যদি কেউ হত আমার,Positive
আমার জীবনে দেখা মুভির মধ্যে এটাই সেরা।,Positive
"এই মুভিটা যতই দেখি ততই ভালো লাগে,,আর কলেজ লাইফের কথা মনে পড়ে,,আমার বান্ধুবীদের কথা মনে পড়ে,,তখন চোখের পানি দরে রাখতে পারি না",Positive
আঘাত না পেলে কাছের মানুষ চেনা যায় না আর বিপদে না পড়লে বন্ধু চেনা যায় ন,Positive
অনেক অনেক ধন্যবাদ এতো সুন্দর ছবি দেওয়ার জন্য।,Positive
সব তেকে সেরা মুবি এটা কুব _সুন্দর মুবি   বাংলাদেশ _তেকে যারা সবাই _লাইক করুন,Positive
দিন শেষে বন্ধুত্ব টায় বেস্ট,Positive
"প্রকৃত বন্ধু, আসলে প্রকাশ করা মুশকিল, আফসোস আমার কোন প্রকৃত বন্ধু নাই,যে আমার সব কষ্টগুলো বুঝবে ....... বেঁচে থাকুক বন্ধুত্ব ভালোবাসা",Positive
মুভিটা খুব ভালো লেগেছে নেক্সট প্রজন্মের জন্য কমেন্ট টা রেখে গেলাম।২০২১,Positive
একেই বলে বন্ধুত্ব,Positive
"অসাধারন,, অনেক অনেক সুন্দর",Positive
"এই মুভি টা অনেক বার দেখেছি খুব ভালোলাগে, আমার বেষ্টফেন্ড থেকে এক মাস,সাত দিন হলো দুরে কথা হয় না খুব মিস করি হারামি টা কে",Positive
"সত্যিই অসম্ভব সুন্দর ছিল এদের বন্ধুত্ব,কিন্তু এটা শুধু সিনেমায় হয় বাস্তবে না।",Positive
"কি সুন্দর একটা বন্ধুত্বের সম্পর্ক.!   খুব চমৎকার একটি মুভি,,ভালোই লাগলো..🇧🇩 05.12.23",Positive
এই সিনেমা টা এতো ভালো লেগেছে যা আমি ভাষায় প্রকাশ করতে পারবোনা রাম পথিনি আমার সব থেকে ফেবারিট নায়ক  তার সব কয়টি সিনেমা দেখা শেষ,Positive
এই মুভি টা থেকে অনেক কিছু শিখা  যায়,Positive
আমার দেখা তামিলের সেরা ছবি ইউটিউবে ৫ বার দেখেছি,Positive
"ভাইয়া অনেক ভালো লাগছে মুভিটা,,,",Positive
এরকম মভি আরো চাই।  এতো ভালো লেগেছে বোঝাতে পারবো না,Positive
"বাস্তবে এমনটা হয় না ।  আমার ভালো  একটা বন্ধু ছিল। তার জন্য অনেক  কিছু  করছি , কিন্তু  সে  আমাকে অবহেলা করে  গেছে ।",Negative
২ জনের মাঝে ৩ ব্যাক্তি আসলে সম্পর্ক নষ্ট,Negative
এটা শুধু মুভিতেই মানায় বাস্তবে না,Negative
একটু বেশি বেশি হয়ে গেছে,Negative
আমার এমন কোনো বন্ধু নেই,Negative
আমার এক বান্ধবী আছে যে আমার সাথে ছয় বছর ধরে কথা বলে না,Negative
ছবিটা প্রথম দিকে কিছুটা ভালো হলেও  শেষের দিকে মোটেও ভালো লাগেনি,Negative
কিযে ভালো লাগে না।,Negative
আজকে আমি আমার বেস্ট ফেন্ড  হারালাম খুব বেশি কষ্ট হচ্ছে,Negative
"এই রকম সেম ঘটনা বাংলাদেশে হয়েছিলো। অনেক আগের ঘটনা। ৯০ এর দশকের। একজন রেপ হওয়া মহিলাকে, মানুষ উদ্ধার করে পুলিশ এর গাড়িতে তুলে দেয়। মহিলা ভয়ের কারনে, গাড়ি থেকে লাফ দেয় এবং মারা যায়। এই মহিলা মারা যাওয়ার কারনে পুলিশ ভয় পেয়ে যায়। এব্ং লাশ ফেলে রেখে চলে যায়।  পরের দিন জানা জানি হলে, মানুষ বলে আমরা তো তাকে পুলিশের গাড়িতে তুলে দিয়েছি। সবাই মনে করে পুলিশ হত্যা করেছে।  তখন সারা দেশে ব্যাপক আন্দোলন শুরু হয়। তখন বিরধি দলের আন্দোলনের মুখে সরকারি দল, পুলিশ কে ফাসি দিয়ে হত্যা করে।  ঐ রাতে ডিউটি সিসিতে নাম থাকলেও, কনো কারনে দারগা () গাড়িতে ছিলেন না। এর পরও দারোগা সহ সবাইকে হত্যা করা হয়।  এটাই রাজনীতি।   বিঃদ্রঃ এই ঘটনা সেই সময় চাকরি করা, বেশ কয়েক জনের কাছে শুনেছি। সবাই বলে পুলিশ নির্দোষ ছিলো।",Negative
অনেক দিন পর একটু তারাতাড়ি ভিডিও দিবেন ভাইয়া,Negative
সমাধান ডিরেক্ট ফাঁসি ধর্ষণকারীর শাস্তি ফাঁসি। তাহলেই ধর্ষণ কমবে।,Negative
আমিও হারিয়ে যেতে চাই র ভালো লাগছেনা এই জীবন,Negative
আমার মোতোএথ দূঃখ যেন কেউ নটায় কারন আমার আমাদের কে ছেড়ে চলে গেছে,Negative
গল্পটা  সত্য মিথ্যা কিছু জানিনা কিন্ত খুব বেদনা দাওক. আমি দেখতে দেখতে কষ্টে বন্ধ করে দিয়েছিলাম অনেক কেঁদেছিলাম ফের দেখি শেষেরটা আরো বেদনা দাওক,Negative
গল্পটি অ পরিপক্ব হাতের লেখা। ভুল ভ্রান্তি যুক্ত। ট্রেনটি সুদূর মধ্য প্রদেশ থেকে হাওড়া ছুটল অথচ একটি ও প্যাসেঞ্জার নেই। মাঝ পথে কোন প্যাসেঞ্জার উঠল না।,Negative
গুড্ডুর জন্য খারাপ লাগতেছে। ভাইটা বেচে থাকলেই বেসি ভাল হতো।,Negative
খুবই কষ্ট লাগলো...,Negative
সত্যি অনেক কষ্টের,Negative
খুব কষ্ট হয়েছে,Negative
কষ্ট লাগছিল সত্যিই।,Negative
কস্ট লাগে বাই,Negative
সত্যি কথা বলতে আমিও যখন শখ করে  পিৎজা  খেয়েছি আমার কাছে ছবিটি ছোট ভাইয়ের কথার মতো মনে হয়েছে। একেবারেই  জগন্য। আমার ১০০০/ টাকাই জলে ফেলেছি।  এর চেয়ে আমার মায়ের হাতে রুটি টমেটো  অনেক মজা।,Negative
গরু নাকি? কাউকে দিয়ে আনালেই গো হয়।,Negative
মনটা খারাপ হয়ে গেছে,Negative
কবে যে আত্মহত্যা করতাম শুধু নিজের দুইটা ছেলে আছে ফ্যামিলি আছে মা-বাবা আছে তাই করতে পারি না আমি মরে গেলে ছেলে দুইটার। কি হবে এই পৃথিবীটা এত কঠিন যারা আমার মত গরিব তারা জানে,Negative
চকচক করলে সোনা হয় না,Negative
একদম বাজে পিজ্জা। শুনতে হাসি পাইছে,Negative
কথা বলার শেষে ঘের ঘের করে,Negative
"আপনি এতো পচা কেনো,সবাই প্রতিদিন ১টা করে ভিডিও দেয়।আর আপনি একসপ্তাহ হয়ে গেলো এখন পর্যন্ত ভিডিওর খবর নাই।",Negative
ফালতু কবিতা,Negative
এই মুভিটা  মিনিট পর্যন্ত দেখছিলাম সম্পূর্ণটাই থ্রিডি কার্টুন এর মত লাগছিল তারপরে ডিলিট করে দিছি আমার এমবি লস হয়েছে,Negative
পুরাই ফালতু মুভি রামায়ণ কাহিনী টার  টা বাজাই দিছে,Negative
হিন্দু ধর্মের যে সাধারনের মধ্যে সোন্দর্যের  টা বাজিয়ে দিয়েছে এই সিনেমা সব কীছু এত হালকা নিলে হয় না এক কালে সাধারণ মানুষকে যা ভাবত পলিটিক্যাএল লিডার গুলো আর এই ইউটিউব এর যুগে মানুষকে এত খারাপ এডিটিং ছি জঘন্য,Negative
আপনি চরিত্র গুলোর নাম জানেন নি  ফালতু এক্সপ্লেশন,Negative
এভাবে চলতে থাকলে সত্যটাই একসময় হুমকিতে পরবেহারিয়ে যাবে সত্য হায়রে পরিচালকহায়রে কলীকাল,Negative
কাটুন মুভি এয়ার চেয়ে ভালো টম এন্ড জেরি,Negative
এতো কোটি টাকার মুভি ভালো হয় নিএর চেয়ে বাহুবলি ভাল ছিল,Negative
বাজ পাখি থেকে শকুন হয়ে গেলো বাহ খুব দারুন,Negative
খুবই বাঝে ভাবে মহান চরিত্রকে উপস্তাপন করা হয়েছে,Negative
বিভিশনের চুলের কাটিং তো সেই তখন কি এমন হেয়ার কাটিং স্টাইল ছিলো,Negative
তুমি জীবনের সবথেকে বড় পাপ করলে এই মুভিটা এক্সপ্লেইন করে  ভগবান রাম সীতা এবং লক্ষণ তোমাকে কখনো ক্ষমা করবে না  এই মুভিটা সঙ্গে রামায়ণে কোন সম্পর্ক নেই কিভাবে তুমি এক্সপ্লেন করলে তুমি কি রামায়ণ পড়োনি বা রামায়ণের গল্প শোনোনি  তুমি যদি রামায়ণ শুনতে বা পড়তে তাহলে তুমি এই মুভিটা কে রামায়ণ বলতে না আমি একজন হিন্দু হয়ে বলছি এই মুভিটা যে বানিয়েছে তার মুখে জুতো মারা উচিত,Negative
রাবনের ভাই ইন্দ্রজিৎ নয় রাবনের পুত্র ইন্দ্রজিৎ ভুল ভাল বলছেন,Negative
কোটিরুপির মুভি এটা নাকি  হাজার টাকার কোনো কার্টুন,Negative
আপনি এই মুভি বিশ্লেষণ করার আগে রামায়ন পড়ে নেয়া উচিত ছিলো,Negative
মুভিটা দেখে ডিরেক্টরকে মনে হচ্ছে জুতো দিয়ে পেটাই,Negative
একমাত্র আল্লাহ্ পাক ভালো জানেন এই রামায়ণ কাহিনী সত্য কিনা,Negative
জটায়ু কখোনো শকুন ছিলো না দাদা,Negative
আপনি ভুল বলেছেন রাবণের ছেলে ইন্দ্র জিৎ রাবণের ভাই নয়,Negative
এই মুভিটা এতো টাকা খরচ করলো কিন্তু বক্স অফিসে হিট করতে পারি নি একদম ফালতো মুভি,Negative
রামায়ণের আসল কাহিনী না দেখিয়ে সব ভুল ভাল ডাইলগ যোগ করেছে এখানে এই মুভিটি আমাদের জন্য খুবি অপমানের  লজ্জার খুবই কষ্টেরএরা রামায়ণের অপমান করেছে,Negative
ইংলিশ মুভি এর নকল করছে মনে হয় তবে কাহিনী টি গ্রিক কবি হোমার  এর ট্রয়  থেকে নেয়া হইছে নামেও একটি ইংলিশ মুভি আছে,Negative
আপনি এখানে বললেন রাবণের ভাই ইন্দ্রজিৎ কিন্তু আসলে ইন্দ্রজিৎ রাবণের ভাই নয় পুত্র ছিল,Negative
ভাই বলেন না কি করলে ইর ক্লিপ ছারলে দিবে না ভাই বললে অনেক ভালো হতো,Negative
একটা প্রশ্ন মুভিতে বলা হয়েছে পাথরে ওনার নাম লেখা হয়েছে বর্তমানে রামসেতুর পাথরে কী সে নাম পাওয়া গিয়েছে  জানার জন্য জিজ্ঞেস করলাম,Negative
খুবই জঘন্য লাগলোমন চাচ্ছে মুভির রাইটারডিরেক্টরকে ধরে ইচ্ছা মতো থাপ্পড় দেই,Negative
ওটা রাবণের ভাই না ওটা রাবণের ছেলে ইন্দ্র জিৎ,Negative
প্রবাস কে টাকা দিলো আর সেই এই চরিত্রের জন্য হ্যাঁ করে দিল এর থেকে ভালো তো অক্ষয় কুমার ছিল তাদের উচিত ছিল রামচরণ অথবা হৃত্বিক রোশন এর পায়ে ধরে এই চরিত্রে সাইন করানো দিন শেষে তারা কি নিয়ে আসতো একটা কার্টুন,Negative
এইতো কিছুদিন আগেই ব্রাদার রুহুল আমিন রাম সীতার গল্প হিন্দুদের গীতা থেকে শোনাচ্ছিল পুরোটা শুনলাম তাতে বোঝা গেল রাম যে সীতাকে উদ্ধার করেছিল সে তার প্রতি ভালোবাসার থেকে নয় বরঞ্চ তার মান সম্মান বাঁচাতে সীতাকে উদ্ধার করার পর সে সীতাকে যেদিক মনে চায় সেদিকে চলে যেতে বলেছে কারণ লঙ্কার রাজার কাছে সীতা অনেকদিন ছিল এবং তাকে সে গায়ে হাত দেয় নাই এই ব্যাপারে রাম সন্দেহ করে সীতাকে যেদিকে মন চায় সেদিকে চলে যেতে বলেছে হিন্দুদের দেবতার বউকে অপহরণ শুনতে ই অবাক লাগে আর রামের তো একটা বউ ছিলনা অনেকগুলো ছিল আর গুলা কই ছবিতেতো দেখানো হয় নাই,Negative
এটা কোন কাহিনি হলো রামায়ণ এর মোটা মুটি সব পর্ব আমি দেখছি সেখান থেকেই ডিরেক্টর কিছু কপি করে মুভি বানিয়েছে,Negative
রামাণয়ের মান সম্মান শেষ করো দিলে,Negative
এক বলের মত ডিরেক্টর রামায়ণ টাকে মজা বানিয়ে দিও তোমর ভিডিও টা খুব ভাল লাগলো,Negative
রাবনের ভাই নাম ইন্দজিত,Negative
এটা কোটির মুভি হাস্যকর এর চেয়ে হিরু আলম এর মুভি ভালসাইফ আলি খান যদি এই চুল কাটিং নিয়ে কনো একশন মুভি করত তাহলে সেটা বাম্পার হিট হতো,Negative
এই ভিডিওটা না দেখলে আর না শুনলে জানতেই পারতাম না ইন্দ্রজিৎ রাবনের ভাই,Negative
এই ছবির সাথে রামায়ণের  মিল নেই,Negative
হাসি পাচ্ছে,Negative
এটা কোনো মুভি হলো,Negative
মুবিটি ভালো লাগে নাই টাকা জন্য প্রবাসে কেরিয়ার শেষ,Negative
মুভি কাটুন কাটুন লাগল,Negative
এটা কোন সঠিক আদিপুরুষ মুভি নয় এখানে রামায়ণের কাহিনীর বিকৃতি ঘটানো হয়েছে,Negative
ওটা শকুন না ভায় ঈগল,Negative
রাবনের ভাই ইন্দ্রজিত মাথা ঠিক আছে,Negative
ইন্দ্রজিৎ রাবণের ভাই না ছেলে,Negative
ভাই আপনি কী বল্লেন রাবণ এর ভাই ইন্দ্রজিৎ,Negative
বেশি অবাস্তব দৃশ্য ছিলো,Negative
এত আগের সিনেমা নতুন করে বানানোর কি দরকার নতুন সিনেমার কে বানাতে পারে নাকি এটা তো খুব আগের সিনেমা নতুন করে বানিয়েছে,Negative
এটা কোন মুভি জাতীয়,Negative
আমার কাছে মনে হচ্ছে কাটুন মুভি,Negative
ফালতুর চূরান্ত সীমা ছিলো মুভি টা এটা ধর্ম অবমানার সামিল যাই হোক আপনার এক্সপ্লানেশন ভালোই ছিলো,Negative
জীবনে প্রথম তামিল বাজে কোন মুভি দেখলামএটা মুভি না বলে কার্টুন বললাম,Negative
ভালো লাগলো না,Negative
সিনেমাটা যেমন বাজে ভাবে উপস্থাপন করা হয়েছে ঠিক তেমনি আপনার এক্সপ্লেইন ও অনেক বাজে ভাবে উপস্থাপিত হয়েছে,Negative
এই সিনেমার পরিচালক মূর্খ,Negative
আমি জীবনে এতো বাজে কার্টুন দেখিনাইপুরো সময়টাই নষ্ট,Negative
আমার ভালো লাগেনি তার কারন রাবনের হেয়ার স্টাইল,Negative
পুরাই আজগুবি কাহিনী,Negative
গাজাখরি কাহিনি কাটুন,Negative
এটাতো কাটুন মুভীনয়,Negative
ছাতার মুভি,Negative
এটা হচ্ছে কার্টুন,Negative
একদম খারাপ লেগেছে মুভিটা,Negative
ফালতু,Negative
কচুর মতন আর কেলার মতন মানে একটুও ভাল লাগে নাই ভাইতবে আপনার বলার ধরন অনেক ভালো,Negative
এটা কোনো গল্প হলো,Negative
ভাই এক্সপ্লেইনটা ততোটা ভালো লাগে নি,Negative
কেমনে  কোটি হলো মুভি,Negative
দোতলা রাবণ,Negative
রাবন এর ভাই ঈন্দ্রজীত না বাবন এর ছেলে,Negative
বাজেট অনুযায়ী বাজে ইডিট করেছে,Negative
করতে কোন টাকা পয়সা লাগে না ভাই সবার সার্পট ছাড়া কেহ কনো দিন সফলতা অর্জন করতে পারে না এই ভাইটা সার্পট করার মতো কি কেহ নেই,Negative
আরেকটা কথা ভাইঅই মানুষ গুলো সিংের ভাই,Negative
ফালতু ভিডিও,Negative
বাজে হয়েছে,Negative
কার্টুন মুভি,Negative
হাসি পাচ্ছে এটাকি মুভি,Negative
খাজা খোড় ডিরেক্টর,Negative
এই মুভিটা নিয়ে সবাই অনেক এক্সসাইটেট ছিল সে অনুযায়ী মুভিটা ভাল হয়নিপ্রভাসকে বলিউডের নায়িকাদের সাথে মানায় না ওকে তামিল তেলেগু নায়িকাদের সাথেই মানায় কেমিস্ট্রি মেলে না ওর সব মুভিই আমি দেখেছি,Negative
এটা দেখি রাবন কি কলওগ এলোরে বাবা,Negative
ডিরেক্টর বলে এদেরকে যারা এই ধরনের মুভি তৈরি করে আর আমাদের বাংলাদেশের হিন্দি ছবি নকল করে,Negative
হাহাহা এইডা সিনেমা নাকি খোয়াব,Negative
কিন্তু বুঝলাম না নায়িকার মুখ এতো ফ্রেস কীভাবে হলো,Negative
ভালো বিডিও সিলো এগিয়ে যান,Negative
ভাই এটা তো ছবি একটা এটার সাথে তো কোন বাস্তবতার মিল নাই,Negative
মুভি টি আমি দেখছি অতো ভালো লাগে নি কিন্তু আপনি অনেক সুন্দর ভাবে কাহিনী টি তুলে ধরেছেন খুব ভালো লাগল,Negative
আপনার আজকের এক্সপ্লানেশন টি একদম বাজে এবং অযৌক্তিক লেগেছে  মনে হয়েছে মনগড়া ঘটনা সাজিয়েছেন আসলে মুভিটির মিনিং না বুঝে আপনি যেভাবে এক্সপ্লেইন করলেন তাতে আমার কাছে সময়ের অপচয় মনে হয়েছে,Negative
কিছু তথ্য ভুল আছে,Negative
আনেক খারপ হইছে,Negative
ভালো লাগে নাই পাদের কমেন্ট হা হা হা,Negative
ফালতুমুভি,Negative
মুভি এক্সপ্লেইন করতে আরো দক্ষতা প্রয়োজনঅনেক বিষয় ভাল এক্সপ্লেন হয় নায়,Negative
এই মুভিটা অনেক ভয়ঙ্কর,Negative
ফালতু গল্প,Negative
একটুও ভালো লাগেনি,Negative
খারাপ,Negative
হেডার ছবি,Negative
পাইকানা,Negative
তাকাসী মৃত্যুতে আমার বেশি খারাপ লাগছে বেচারি সুনের উপর হচ্ছিল রাগ,Negative
খুব খুব খারাপ হয়েগেছে সুন ও ইচিকা খালি বেছে গেছে তাই একটু ভাল লাগেছে কিন্তু বাকি মানুষ মারা গেছে তাই মনে খারাপ লাগল যে কারনে উরাছোট ছিল তাই,Negative
খুব কষ্ট লাগলো মুভিটি দেখে আপু,Negative
আল্লাহ এক তার সাথে অন্য কারো তুলনা হয় না,Negative
ভয়ানক ছিলো,Negative
আপু এ রকম ভিডিও আর দেবেন না নাহলে এর ফল ভালো হবে না,Negative
এই ভিডিওটা দেখে অনেক কষ্ট লেগেছে এই ভিডিওটার আপনারা  আনবেন,Negative
দাঁত কেলানো বাদুর,Negative
দাত কেলানো বাদর নাকি রাবণের রথ,Negative
লোকজনের দেখে আদিপুরুষ দেখার ইচ্ছের ছিটে ফোঁটাও আর অবশিষ্ট নেই,Negative
ভূত রাবন না রাবন ভুত কি বলবো কিছুই বুঝতে পারছি না,Negative
বিভীষণের বউ খানা কি ভীষণ হট,Negative
কলিযুগের রামায়ণ,Negative
রাবণের দশটা মাথা আর কুড়িটা হাত,Negative
দিদি একটা হিন্দি রিয়াল আছে দাঙ্গাল চ্যানেলে হয় পালকো কি চাও মে  এটা নিয়ে একটু মজা চাই দয়া করে একটু কইরো,Negative
অসাধারণ বাঁশটা দিলেন,Negative
গালাগালি না দিলে কনটেন্ট হয় না আর রাবণ দুশ্চরিত্র লম্পট ছিলো সমালোচনা করবার আগে একটু রিসার্চ করে আসলে ভালো হতো না,Negative
সাহস থাকলে কিরণমালা সিরিয়াল রোস্ট করে দেখাও,Negative
দোতলা রাবন,Negative
দাত কেলানো বাদুড়,Negative
রাবন কম রাক্ষস বেশি লাগছে,Negative
এত দিনে বুঝতে পারছি র থেকেও বাজে কিছু হয় তাও এত এত এত বড় স্কেলে পারে মাইরি,Negative
দিদি রাবন কিন্তু দুশ্চরিত্র নয়,Negative
ছন্দ ভালো হয় না বলার দরকার নেই,Negative
সরি আপু ভিডিওটা বানানোর আগে ভাববেন  যে আল্লাহ এক এবং অদ্বিতীয়তার সাথে কাওকে তুলনা করবেননা  মনে হয় কথা টা আপনার মগজে ডুকেছে,Negative
