comments,reaction_type
উপস্থিত বুদ্ধি থাকতে হয়,neutral
এরকম মুভি আরো চাই,neutral
গল্প শুধু আমরা বলি না এখন অনেকে রং মিশিয়ে বলে,neutral
অবিশ্বাস্য,neutral
শ্বাসরুদ্ধকর একটা ভিডিও,neutral
বাহ ভালউ গল্প মনে হচ্ছিল সাইন্সফিকশান মুভি দেখছিআরো নতুন গল্প চাই,neutral
মাঝে মাঝে কি যে হয়,neutral
আল্লাহ মহান,neutral
এটা কি আসলেই সত্য কাহিনী নাকি কল্প কাহিনী মামা তবে কলপ কাহিনী বা ফিল্ম হলেও কানিনীটা অনেক সুন্দর হয়েছে,neutral
মুভিটার নাম হচ্ছে,neutral
তার ঐ পাঁচ সঙ্গী অ্যাস্ট্রোনটদের ভূমিকা অ্যাপ্রিশিয়েটিং নাহলে নাসা তো হাল ছেড়ে দিয়েছিলো যদিও এটা গল্প তবে স্পেস এজেন্সীগুলো এরকমই,neutral
ওও এটা অভিনয় ছিলো আমি ভেবেছিলাম সত্যি ঘটনা,neutral
দারূন,neutral
কথার মিল নাই যেখানে আলু লাগালেন তারপরে সে অনেক দুরে চলে গেল,negative
ইচ্ছে থাকলে উপায় হয়,neutral
দেখছি সিনেমাটা,neutral
আল্লহ আকবর,neutral
আসো সবাই সবাইকে সাপোর্ট করি,neutral
আল্লাহু আকবর,neutral
এটা যদি সত্যি হত তাহলে দীঘা পুরী না একেবারে মঙ্গলেই যেতাম,neutral
হায়রে মঙ্গল গ্রহ কেন তুই নাসার কপাল হলি না রে,neutral
আবহাওয়া কোনো মানুষ সৃষ্টি করতে পারে না,neutral
সাথে তো ভিডিও ম্যান ছিলো একা কিভাবে,neutral
গাঁজাখুরি গল্প কিন্তু ভালো লাগলো,negative
আমিও গিয়েছিলাম আমি ঘুমের ওষধ খেয়ে কয়েক বছর ছিলাম,negative
এটা কি সত্যি ঘটনা নাকি,neutral
আমার প্রশ্ন হলোক্যামেরা ম্যান কই,neutral
কি কারবার  মাস আগে মুভিটা ডাওনলোড করেছিলামএখনো দেখা হয়নি,neutral
সত্যি,neutral
ছবির লিঙ্ক টা খুঁজে পাচ্ছি না,neutral
এটা কি আসলেই ঘটছে,neutral
এইটা তো একটি ছবির কিছু অংশ,neutral
ভাই এটা কি গল্প নাকি বাস্তব কাহিনি,neutral
বাংলাদেশ থেকে খাবার পাঠানো হয়েছিলো,neutral
জানতে পারি কিএই অভিনীত ছবিটির নাম কি,neutral
গাজাখুরী গল্প হলেও মজা নিয়ে পুরোটায় দেখলাম শুনলাম,negative
হাহাহা,neutral
হলিউড সিনেমা,neutral
অবাস্তব,neutral
এগুলো কি সত্যি ঘটনা,neutral
টিক,neutral
এটা কি সত্য ঘটনা,neutral
সে একা ছিলো কিন্তু ভিডিও কে করে দিলো,neutral
ভাই উনি কি দেশে ফিরেছে,neutral
রাখে হরি মারে কে,neutral
ভাইরে ভাই এটা কি মুভি গায়ের সব লোম দড়ায় গেছে শেষ দিকে,neutral
বানানো গল্প,negative
এই ঘটনা সত্য,neutral
ছবিটা নাম কি কেউ জানেন,neutral
ভাই এই মুভিটার নাম কি,neutral
মুভিটির নাম কেউ বলতে পারেন,neutral
মুভির ক্লিপ এটা,neutral
আজ পর্যন্ত মঙ্গল গ্রহে কোনো মানুষ যায়নি,neutral
ভানুর বন্দোপাধ্যায় মঙ্গলদা,neutral
মঙ্গল গহে আলিসা প্রথম জাবে,neutral
আমি অজ্ঞান হয়ে গেছে,neutral
বুঝলাম না আলু হতে তো অনেক মাস সময় লেগেছে সেই পর্যন্ত কি খেয়ে ছিলো,neutral
এটা কি সত্য ঘটনা,neutral
আমি এখন মঙল গ্রহে,neutral
আমি জানি তুমি আখানে কি খোঁজছো এটা ফেক না রিয়েল তাইতো,neutral
আচ্ছা আপনার কি কোনো কপিরাইট ক্লেইম আসে না আমি একটা ভিডিও আপলোড করছি তাতেই কপিরাইট,neutral
এটা গল্পঃ না সত্য,neutral
আপনি তো এই গল্পটা একটা মুভির গল্প বললেন,neutral
আয় হায় রে বাকি আলু গুলো এখন কে খাবে,neutral
এটা একটা ভিডিও তা না হলে মঙ্গল গ্রহে কয়জন যেতে পারে চার পাঁচ লোকের মাঝে একজন কে আবার ফেলে আসে কি করে,neutral
সিনেমা টির নাম কি প্লিজ বলুন,neutral
ওই লোকটা নোয়াখালী জিলার ছিল,neutral
মুভি টার নাম কারো জানা থাকলে বলবে প্লিজ,neutral
পানি কখনো মানুষ না অন্য প্রাণীরা তৈরি করতে পারে না,neutral
দাদা মুভি টার নাম একটু বলুন,neutral
এই মুভিটার নাম কি,neutral
আসসালামুয়ালাইকুম কেমন আছেন আমি ঢাকা মোহাম্মদপুর থেকে দেখছি আমি রাজিবুল ইসলাম রাজিব আমার খুব ইচ্ছে মঙ্গলগ্রহে স্থায়ী বসতি স্থাপন করার,neutral
এটা কি সিনেমা,neutral
মুভির নাম কিভাই,neutral
মংল গ্রহে মানুষ  সেকেন্ড বাচে,neutral
মুভিটার নাম কি,neutral
এটাকি সত্যি,neutral
এখনো কেউ মংগ ল গুহে কেউ জাই নি,neutral
মুভিটার নাম কি প্লিজ বলবেন কিংবা লিংকটি দিবেন,neutral
কথা হলো ভিডিওটা কে করলো,neutral
নাম কি মুভির,neutral
মুভিটার নাম কি  জানলে কেউ জানাবেন,neutral
আমি মঙ্গলে আছি,neutral
কে কে গেছেন এই জাগায়,neutral
সে বাতরুম করলো কোথায়,neutral
সেই সায়েন্টিস্ট আপনাকে ফোন করে এসব বলছে নাকি,neutral
বাটপারিমঙ্গলে কোন মানুষ এখনো যায় নাই,neutral
মুভির নাম টা কি,neutral
এ কি সত্যি সত্যি মনে হয় এ এক কাল্পনিক চাড়া কিছুই নয়,neutral
ছবির লিন্ক দেন কেও,neutral
আমরা ড্রাগ এর নেশা করি আপনি কিসের নেশা করেছেন,neutral
এটা কি সত্য কঠোনা,neutral
সত্য নাকি মিথ্যা,neutral
নাম কি মুভির,neutral
মভিটির নাম কি,neutral
কিরে ভাই গল্প গুলো কোথাই পান,neutral
মুভির নাম,neutral
টাকার জন্য আর কি করবেন ইউটুবিরা,neutral
মুবির নাম কি বলেন,neutral
কোনো সালাও মুভির নাম বলতেছে না,neutral
মঙ্গল গ্রহে কোন দেশের বিজ্ঞানী গিয়েছিলো ভুল তথ্য দিয়ে মানুষ কে বিভ্রান্ত করা,neutral
মুভিটার নাম কি ভাই,neutral
আহারে গল্প,neutral
শাকিব খানের প্রিয়তমা থেকে ভালো,neutral
খাছছে কি মঙ্গল গ্রহে,neutral
সময় ও এমবি নষ্ট হলো,neutral
মংগলগ্রহে মানুষ গিয়েছিলো এই প্রথম শুনলাম মনে হচ্ছে এটা ভূয়া ভিডিও,neutral
আজ অবধি মঙ্গলে কেউ যায়নি,neutral
আরে এ ধনের মুভির নাম কি,neutral
এগুলো কি গুল গল্প,neutral
মহাকাশে আলু নিয়ে যায়,neutral
আলু চাশ করলে কি পানি লাগে নাকি,neutral
যতসব ফেকমুভি,neutral
এই সব আজগুবি নিউজ পান কোথায়,neutral
এইরকম গাঁজাখুরি গল্প পাও কোথায়,neutral
এগুলো ফালতু ভিডিও বানান কেন,negative
আমি এখন কই আছি,neutral
অসম্ভব আজগুবি সব গল্প  পাগলেরা বিশ্বাস করবে,negative
এগুলো ভিউ পাওয়ার গল্প মনে হচ্ছে  মানুষ কে লোকা বানিয়ে ইউটিউবে ব্যবসা,negative
কাল্পনিক গল্প শুনে কোনো লাভ নেই,neutral
সবকিছু আজগুবি গল্প,negative
মচতকার ভিডিও,negative
ফালতু কথা কেন আলোচনা করছেন ইনকাম করবেন কর্ম করুন আপনি কি কুঁড়ে,negative
তোমাদের কি মিথ্যা কথা বলা পেসা নাকি,negative
আমি গিয়ে ছিলাম,neutral
কে কে সিঙ্গেল আছেন,neutral
এসব গাঁজাখুরি নিউজ কই পায়,negative
মিয়া,neutral
এে সাগতম ভা ই,neutral
আমি খাচ্ছি রোজ,neutral
আমি সব কাজ করছি,neutral
সাচকাইব করেন প্লিজ,neutral
এটি মিথ্যা,neutral
মিথ্যে গল্প,neutral
বাজে মিথ্যা কথার ঝুড়ি,neutral
মুভি নেম,neutral
সিনেমা ফালতু,negative
এই নিউজটা মনে হয় তোমার বাবা দিয়েছে,negative
নাটক,neutral
এত মিথ্যে কথা কেমনে কয়,negative
গাজা গলপ,negative
সব গুলো বানানো কথা,negative
পাগলের কাহিনি,negative
আমি খাওয়ার পাঠাচ্ছে,neutral
মিথ্যা কথা,negative
আজগবি,negative
আপনারে কল করছিল,neutral
ভুয়া,negative
ভুয়া ও গাজাখোর গল্প,negative
গ্যাঞ্জা খোর গল্প,neutral
শয়তানির আর যায়গা পাও না এইসব ভন্ডামী প্রচার করা বন্ধ করুন,negative
ভন্ডামি,negative
সব ভূয়া,negative
গাজাখুরি গল্প,negative
সব মিছা কথা,negative
গাজাখুরি,negative
এসব আজগুবি গল্প কে রচনা করেছে,negative
ফ্রোজেন আগে আমার এত প্রিয় ছিল না কারণ এটা ইংরেজি কিন্তু যখন বাংলা টা দেখলাম তখন থেকে ফ্রোজেন আমার সবচেয়ে বেশি পছন্দ এবং শুধু মুভিটা না ডলের মধ্যেও সবচেয়ে বেশি পছন্দ,negative
খুব সুন্দর হয়েছে আপু,neutral
এলসা যখন ভয় পায় বা কান্নাকাটি করে তখন বরফের ঝড় আসে নয়তো চারপাশে বরফ ছড়িয়ে যেতে থাকে মানে এলসার সব রকম অনুভুতি সরাসরি বরফের উপর প্রভাব ফেলে একথাটা সংযোজন করলে এক্সপ্লেইন করা আরো ভালো লাগতো,neutral
আপনাদের মুভি গুলো খুব ভালো লাগে,neutral
আমার সবচেয়ে প্রিয় মুভি,neutral
আমার প্রিয় মুভিগুলোর মধ্যে এটা আমার সবচেয়ে প্রিয়,neutral
মুভিটি অসাধারণ ছিল,neutral
আপু আরেকটা কথা আমাদের মতো আপনিও কি এই গল্প ভাল লাগে কিন্তু কারও ভাল লাগুক বা না লাগুক কিন্তু যারা কমেন্ট করেছে তাদের খুব বেশী ভালো লাগে আই লাভ উই আ্যলসা এন্ড আনা,neutral
খুব সুন্দর হয়েছে আপু,neutral
আমার খুব প্রিয় মুভি,neutral
ভালো হয়েছে,neutral
খুব ভালো মুভি,neutral
আপু দয়া করে ফ্রোজেন টু এর কাহিনী টা বলবেন,neutral
আমার খুব ভালো লাগলো,neutral
এটা আমার বেস্ট মুভি,neutral
আমার এলসা কে খুব ভালো লাগে আর এই মুভি দেখতে খুব ভালো লাগে,neutral
খুব বেশি সুন্দরী,neutral
এইমুভির আমারঅনেক ভালো লাগে,neutral
আমার খুব খুব ভালো লাগে,neutral
এককোনে বড় বড় বড় বড় দাঁড়ি রাখেন এককোনে বড় দাঁড়ি রাখেন এককোনে পাঁচ ওকত নামাজ পড়েন,neutral
আমি আগে এগুলোর আগামাথা কিছুই বুঝতাম না,neutral
আমার সব থেকে সুন্দর মুভি,neutral
খুব সুন্দর এটা,neutral
ছবিটি কি পুরাটা পাওয়া জাবে,neutral
অনেকভালো,neutral
খুবভালো,neutral
আমার অপিয়মুভি,neutral
আপু আপনান নাম কী আমার নাম সিদ্ রাতুল মুনতাহা,neutral
আমারও,neutral
শুদ্ধ ভাষায় কথা বলতে পারেন না নাকি,neutral
আরো কাটন,neutral
তোমারভীওআমাপছনদ,neutral
সুদর সুদর বরপ বরপ,neutral
আপনি পাগল নাকি ছে ছে করেন,negative
এলসা,neutral
সীত,neutral
আপু এলসা,negative
এলস্ক,negative
আমারিপ্যয়মুিভ,neutral
এটাআধ,neutral
আ,neutral
এখন আর ভালো লাগে না,neutral
আবার,neutral
মুভি   এক্সপ্লেইন,neutral
টাতে অনেক কিছু মিস করেছেনযেটা মিস না করলে যারা এই মুভিটা দেখেনিতারা আরো  করতোকেনোনা মুভিটা এককথায় অসাধারণ কিছু কিছু যায়গায় ভুলও করেছেনতবে কিছু কিছু যায়গায় আবার আমার  ছিলযা আপনি দূর করে দিয়েছে ধন্যবাদ,negative
দুনিয়াতে এত এত মানুষ থাকতে শুধুমাত্র একটা মানুষকেই মিস করা ফিল করা কল্পনায় রাখা সারাদিন ভাবনাতে আটকে রাখা এই ব্যাপারটা অদ্ভুত সুন্দর একদমই অদ্ভুত,neutral
অসম্ভব সুন্দর একটি সিনেমা বাংলায় এক্সপ্লেইন করেছেন খুব ভালো লাগল,neutral
খুব ভালো লাগছে,neutral
সত্যি অনেক সুন্দর ছিল,neutral
মুভি টা কখন আসবে,neutral
কি অদ্ভুত ভিডিও বানাও তুমি ভাই মানুষ ভিডিও দেখে হতাশ হয়ে যায়,neutral
পাট  দেখাবেন না,neutral
ভাই মুভি টা বাংলা আছে,neutral
এই মুভির নাম জানতে চায় কেউ জানলে বলে দিন প্লিজ,neutral
এ মুভিটির য় পাঠ আছে,neutral
এই মুভি কী আর আসবে না,neutral
আমার খুব ভালো লাগে এই ছবিটা,neutral
ওমা,neutral
দাদা তোমা ভিডিও আমার খুব ভালোলেগেছে,neutral
পাট আর পেলাম না,neutral
মুভিটি দেখতে চাইলে আলিতা মুভি লিখে সার্চ দিন,neutral
পরের পারবো দেন,neutral
দুনিয়া দশ হয়ে গেছে,neutral
আমি একদম দেখিনা,neutral
মুভিটা আমি সম্পুর্ন দেখেছি,neutral
নাকি বুঝতে পারলাম না ভালো করে,neutral
এতো খন লাগছে কেন,neutral
দাদা ভিডিওটা কখন আসবে,neutral
টিক আছে ভাই,neutral
হয়ও আন্দিজ হয় হ দি বাক্স এক্সবক্স,neutral
ভোকুবাজ ফ্লিম অবাস্তব  এতে সেখার কিছুইনেই  আমরা সুধু মাত্র ছায়ার পিছে ছুটি,neutral
হ সোনা বন্ধু তোমার ভিডিও টা ভালো লেগেছে,neutral
এসব দেখিয়ে আমাদের ইমান নষ্ট করা হচ্ছে,neutral
তোর কথা থেকে আরো বেশি ভাল লাগতো ছবিটার কথা শুনলে,neutral
ভাই এই মুভির নাম কি,neutral
এর মধ্যে কুফরি আছে,neutral
মিত্থা কথা,neutral
রোবটির চুল গুলো খুব সুন্দর,neutral
আমার ন,neutral
মাহিম,neutral
রিণ,neutral
কজগীপরগ,neutral
তোর ঔৎঠ ওড্যঠ,neutral
ফুটপাতের রাধুনি  পাচতারকা হোটেলের রাধুনি কে সেরা মুভিটার  বাংলায় দেখতে হলে ভিডিও টা দেখুন,neutral
ভাই আমি আপনাকে সাবস্ক্রাইব করেছি আপনে আমাকে সাবস্ক্রাইব করুন প্লিজ প্লিজ প্লিজ,neutral
নিয়মিত ভিডিও দেখছো কিন্তু এখনো সবস্ক্রাইব করো নি এতো পাষাণ হলে চলে তোমাদের ভালোবাসায়  শেষে  মিলিয়ন সবস্ক্রাইবারের পরিবার হতে চাই আর এই জার্নিতে তোমার টা সবস্ক্রাইব আমাকে অনেক অনেক সাহায্য করবে তাই এখুনি সবস্ক্রাইব করে ভালোবাসা ছড়িয়ে দাও সবার মাঝে,neutral
যখন অনেক ছোট ছিলাম তখন এই মুভিটা দেখেছিলাম আর এখন এইটা দেখে মনে হলো সম্পুর্ন মুভিটাই আবার দেখে ফেলেছি অসাধারণ মুভিটি,neutral
ফাইনাল ম্যাচ দেখে আমি তো অবাকহাসতে হাসতে শেষ,neutral
গল্পটা শুনে খুব ভালো লাগলো সিনেমাটা দেখার ইচ্ছা জেগে গেল,neutral
এই মুভি দেখছিহাসতে হাসতে পেটে ব্যাথা হয়েছিল,neutral
অনেক কে দেখেছি মুভিটা নিয়ে তামাশা করে খুব দুঃখজনক এটা বছর আগে এডভান্স লেভেলের একটা মুভি ভাবা যায় আর যারা তামাশা করে তাদের কে মন চায় কিক মারি আপনার এক্সপ্লেন টা চমৎকার ছিলো,neutral
ভাবা যায় পিচ্ছি থাকতে এই ছবি দেখেছি এখন প্রায়  বছর হয়ে গেছে এখন এই মুভির এক্সপ্লেইনেশন শুনতে হচ্ছে,neutral
মুভিটা  সালে দেখি হাসতে হাসতে চোখে পানি চলে আসছিলো,neutral
আমিও মোটামুটি  বার দেখেছি,neutral
জাতিতো এদেরকেই খুঁজছে,neutral
ভাই সিনেমার কাহিনির চেয়েআপনার কথার কুংফু শুনে আমি অনেক মজা পাইছি,neutral
মুভিটা আমি অনেকবার দেখছি সত্যিই অসাধারণ,neutral
ভাই আমি  বার দেখেছি,neutral
এই ছবি যতবার দেখি তত বারই ভালো লাগে,neutral
আমি তো কম পক্ষে  বারের উপরে দেখেছি এখনোও প্রায়ই প্রায়ই দেখি মুভিটা,neutral
কয়েক বার দেখচি একদিন তো গভির রাতে আমি মুভি টা দেখে হাসতে হাসতে শেষ তখন আমার আম্মার পাশের রুমে তেকে এসে দেখে আমি কম্বলের নিচে হাসতেচি আম্মা বলে আমাকে কিরে তুই কি পাগল হয়ে গেচচ এত জুরে জুরে হাসতেচচ তখন আমি আম্মা রে বলি আম্মা একটা মুভি দেখতেচি তখন আম্মা হেসে চলে গেচে সেই স্মৃতি মনে পরে গেলো,neutral
ছোট বেলা অনেক বার দেখেছি এই মুভি আমরা মুভিটার নাম বলতাম কুংফু ফুটবল,neutral
বাবা কে অনেক ভালো বাসি কিন্তু কখনো বলতে পারি নাই,neutral
আর্জেন্টিনা মানেই আগুন,neutral
ছবিটা অনেক বার দেখছি এত ভালো লাগতো,neutral
এই মুভি কত বার দেখেছি মনে করতে পারছি না,neutral
ভাই যেটাই হোকএটাতো আর বাস্তব না,neutral
অস্থির খেলা,neutral
রচনা ভাল লাগল ধন্যবাদ,neutral
আপনার ধারাবর্ণনা শুনে খুব মজা পেলাম,neutral
সালের দিকে সিনেমা টা এতোই জনপ্রিয় ছিলো যে আমারা বন্ধুরা মিলে টাকা তুলে বাজার থেকে এই সিনেমার সিডি ভারা করে এনে দেখেছিলামএর পরে অবশ্যই অনেকবার দেখেছি কিন্তু দুখের বিষয় এখন আর অনলাইনে এই সিনেমা দেখতে পাই না,neutral
এই মুভি যত দিখি তত দেখতে মন চায়,neutral
হাসতে হাসতে আমি শেষ,neutral
আজ আসল গটনা বুজলাম এতদিন সুদু দেখছি হা হা হা হা,neutral
আলহামদুলিল্লাহ যে আমরা হযরত মোহাম্মদ সাঃ এর উম্মত,neutral
সালের দিকে গ্রামের ভাই বোনেরা টাকা উঠিয়ে সিটি ভাড়া করে রাত জেগে এই মুভি টা দেখি,neutral
আমি ছোট বেলায় অনেকবার দেখেছি এই মুভি,neutral
এমন অসাধারণ এক্সপ্লানেশন এর জন্য আপনাকেও লাল সালাম,neutral
ওয়াও অসাধারণ অনেক মজা পেয়েছি ভয়েজ টাহ মাশাআল্লাহ,neutral
আজ থেকে ব্রাজিল আর্জেনড়িনা বাদ টিম সাওলিন সাপোর্ট করা শুরু,neutral
ভাই আমি হাসতে হাসতে মরে গেছি,neutral
এটা  বছর আগেই বাংলায় ডাবিং দেখছি,neutral
ভাই আমাদের দেশে এইরকম কুংফু শিখতে গেলে তার সাথে সব সময় একজন হার ভাঙ্গা বিশেষজ্ঞ ডাক্তার প্রয়োজন হবে,neutral
আমি কতবার দেখেছি হিসেব ছাড়া,neutral
এই মুভির ওর সাতভাই একটিমে খেলছেঅনেক মজার একটি মুভি,neutral
কতো বার দেখছি খেয়াল নেই তবে পছন্দ টা আগের মতো আছেই,neutral
অনেক ভাল লাগলো ভাই যদিও আমি এটা অনেক বার দেখেছি,neutral
আমার দেখা সেরা মুভির মধ্যে একটা এরকম মুভি দিতীয় বার আর হয়ত পাওয়া যাবে না,neutral
আলহামদুলিলা,neutral
টাক মাথা ওয়ালা লোক,neutral
খুব মজা পাইলাই রে ভাই তোমার কথায়,neutral
এইটা একটা সাধারণ মুভি না এটা ছিল ফুটবল খেলার আবেগ,neutral
মেসির সাথে বুঝি মুবির তুলনা করে মুভি তো মুভিই সত্যিকারের খেলার সাথে তুলনা কেন করা হচ্ছে,neutral
এই মুভিটা আমি অনেক বার দেখেছি সিডি ক্যাসেট দিয়ে সেই সময় আমার নিজের সিডি ছিল,neutral
বার এর চেয়ে বেশি দেখেছি,neutral
এ খেলা আমি  সালে দেখছি,neutral
টি বাংলায় দারুন ভাবে বর্ণনা করেছেন,neutral
মুভিতে এইরকম দেখায় আর বাস্তবে ব্রাজিলের কাছে  গোল খায়,neutral
এই মুভিটা আমি দেখছি আরো  বছর আগে,neutral
কিরে ভাই,neutral
হ্যা ভাই অসাধারন মুভিএই মুভি আমি আনেক বার খুজেছিকিন্তু পাই নি আপনার কাছে এই মুভি আছে নাকি,neutral
মুভি থেকে তো আমার কাছে আপনার কথা গুলো বেশি ভালো লেগেচে আপনার কথা বলার স্টাইল অনেক সুন্দর,neutral
বার দেখছি,neutral
আমি আমার নবীকে ভালোবাসি,neutral
এই মুভিটা বারর উপরে দেখেছি,neutral
আই লাভ ইউ মেসি,neutral
ভাই সবই ঠিক আছে কিন্তু মেসি তো সে সময় নেইমার তো সে সময় খেলি নাই,neutral
সেই  সালের মুভি,neutral
অনেক অনেক মঝা পেয়েছি,neutral
আমার মনে হয় চীনের সংস্কৃতি এই ধরনের খেলাই হয় এটাকে দেখে সেই আমেরিকার মল্ল যুদ্ধ ফুটবলার কথা মনে পড়ছে রাখবি ফুটবল যেটার কোন মানেই নেই তবে এক্সপ্লানেশন টা ভালো,neutral
আমিও দেখছি আমার কাছে সেই লাগে ছবিটা,neutral
একবার না অনেক বার দেখছি,neutral
থাম্মেল দেখে যমুনা টিভি নিউজ মনে কর আমি,neutral
আমি দেখছিলাম ছবিটি আনেক বার দেখছি,neutral
আমিও  বার দেখছি,neutral
জয় শ্রী রাম হিন্দু ভাই গুলো কোথায়,neutral
আমার খুব ভালো লাগে মুভিটা বারবার দেখতে মনে চায় আপনাকে অসংখ্য ধন্যবাদ জানাই বাংলাতে এক্সপ্লেনেশন করার জন্য,neutral
এদেরকে তাহলে ফিফা নেয় না কেনো বুঝলাম না তাহলেতো মেসিকেও হারিয়ে দিতো,neutral
অনেক অনেক বার দেখছি অসাধারণ মুভি,neutral
অনেকবার মুভিটি দেখেছি তবু আপনার এক্সপেন্ডটা দেখার ইচ্ছে হলো,neutral
মেসির চেয়েও ভালো কথাটার মানে কি,neutral
এই ছবি অনেকবার দেখেছি বাংলা ডাবিং হয়েছে,neutral
এ দেখছি  এ,neutral
মুভির বাংলা ডাবিং লিংকটি কেউ দিতে পারবেন,neutral
ভাই এই মুভির নাম টা কি,neutral
ভাই আপনি তো  বার দেখেছেন আর আমি তো কত হাজার বার দেখছি আমার মনেই নেই,neutral
বছর আগে দেখসি,neutral
এই মুভির নাম কি কেউ কি জানাবেন প্লিজ,neutral
এটা মুভি বাস্তব নয় বাস্তবে মেসি সেরা আমার সাথে কারা একমত তারা লাইক দিন,neutral
ভাই কেউ মুভি টার নাম জানলে বলেন আর মুভি টা এখন কই পাবো,neutral
আমরাও দেখেছি অনেক আগে দেখছি তবে আমরা এটাকে বলতাম কুম্পু ফুটবল,neutral
কমেন্ট টা করে রেখে দিলাম পরবর্তী প্রজন্মের জন্য সেই রকমের মুভিখোর,neutral
এ গুলো সিডিতে দেখছি,neutral
এই মুভিটা সর্বনিম্ন  বার আমি দেখেছি,neutral
আমি  বার দেখেছি,neutral
আমি দেখেছি এই মুভি টা,neutral
এই ঘটনা টা বাস্তবে হয় লে ভাল হয়তো,neutral
বহু বার এই মুভিটা দেখে ছি,neutral
তোমাকে এত পেঁপে করতে কে বলেছে তুমি যদি মুভি টা  বার দেখে থাকো তাহলে আমি  হাজার বার দেখেছি,neutral
আমি দেকচি  বার,neutral
তাহলে তো এরাই বিশ্বকাপে চান্স পাইল বিশ্বকাপে খেলা নেই কেন,neutral
এ ভাই এটা পাগলামো ছাড়া কিছু নয়,neutral
বাংলা ভাষার ছবির লিং টা কেউ দিবে প্রীজ,neutral
মুভির নামকংফু ফুটবল,neutral
এরকম একটা বল লাগবে আমার আমার বল গুলা শুধু ফেটে যায় এই বলে তো দেয়াল ফাটে বল না,neutral
আপনি দেখছেন  বার মতো আর আমি দেখেছি  বারের চেয়ো বেশি,neutral
মবেটির নাম হল কুংফু ফুটবল আপনি এইখানে কথাটা ভুল বলছেন,neutral
এই মুভিটার নাম কি প্লিজ সবাই বলেন,neutral
ভাইয়া এই মুভিটা দেখে ফেলেছি,neutral
ভাই এইটা কোনো খেলা হলো না য় বিশ্বযুদ্ধ হলো কিছু বুঝলাম না,neutral
ভাই মুভি টার নাম কি,neutral
ম্যারাডোনার মত হাতের খেলায় বিশ্বাসী,neutral
এই মুভির নাম কি,neutral
কেউ এই মুভির লিংক টা দিতে পারবেন,neutral
মুভিটা র নাম কি,neutral
আমি একশত বেশি দেখেছি,neutral
মুভিটা কিভাবে ডাউনলোড করব,neutral
ভাই আমি এটা  বার দেখেছি,neutral
থেকে ভালো দল,neutral
গুড মজা,neutral
এই মুভিটি অনলাইন দেখতে চাই,neutral
দেখেছি,neutral
মুভির নাম কি ভাইয়,neutral
ভাই পুরো মুভির লিংক দেন,neutral
ভাই ছবি টা কি ভাবে দেখবো,neutral
সকার নারে ভাই এসকর,neutral
আমি দেখেছি,neutral
এই মুভি আমিও দেখেছি বাংলা ডাবিং এ,neutral
ইউটিউবে এগিয়ে যেতে হলে একজন আরেকজনকে সাপোর্ট করা উচিত তাহলেই সবাই এগিয়ে যেতে পারবে ইনশাল্লাহ ভাই ভালো লাগলে সাবস্ক্রাইব করে আসেন,neutral
ভাই আপনার সাথেই কথা বলতে চাই,neutral
এই সব জাইগাই নবির নাম লিখে নবিকে ছোট করবেন না,neutral
পারলে ভূতের মুভি দেন,neutral
আমিও  বারের মতো দেখেছি,neutral
হাসতে পারলাম না,neutral
গল্প একটু কম কইরে মারেন  বার দেখছেন,neutral
হাহা,neutral
অস্থির এক্সপ্লেনেশন ভাইরে,neutral
আমার নতুন ভিডিও আপলুড হয়ছে ইউটুব চ্যানেলে আমার চ্যানেলের নাম,neutral
ভাই এইটা তো মুভি মেসির থেকে ভালো খেলতে পারে বলে,neutral
আমি প্রথম দেখেছি  সালে,neutral
ভাই আমি মুভি টা দেখি নাই লিং টা দেন দেখি,neutral
অরে খেলা রে,neutral
বাটপারি করার জায়গায় না,neutral
মেসি আর্জেন্টিনার জান মেসি ব্যাপারে কিছু বললে কায়রা নিব তোর জান,neutral
ভাই লিংক দেন,neutral
পারলে ভূতেরমুভিদেন,neutral
আপনারআজাইরা সময় আছে তাই আপনি পঞ্চাশ বার দেখছেন,neutral
কি পরিমান গাঁজা খাইলে এই রকমের মুভি বানায়,neutral
ফুটবল,neutral
হিরো আলম কে,neutral
আমি মুভি টা  বার দেখছি,neutral
কুংফু ফুটবল,neutral
কংফু ফুটবল,neutral
একই পেলেয়ার না অন্য কিছু,neutral
দারুণ লাগলো,neutral
এই মুভি কনে পাবো ভাই,neutral
কোন ক্লাসে পরতুমার কয়টা গার্ল্ফেন তুমার ভয়েজ এত সুন্দর মনে হয় কম কইরে হইলেও টা হইবো রিপ্লাই দিও,neutral
মাছি ইস,neutral
হুম আপু,neutral
ছবি টা কি ভাবে পাবো,neutral
ভাইয়া  টা না শুধু মাত্র  টা গোল করেছিল,neutral
এই মুভির নাম কুংফু ফুটবল,neutral
এই গুলো কোরিয়ার,neutral
কি,neutral
আর্জেন্টিনা কোনো টিম হলো ব্রাজিলের উপর আজও কোনো টিম আছে,neutral
নিচু ডনা ডগর হিহিহি জুন মাসে হরপ এটন নটা িরনগটড িরমতড হডডমজি,neutral
এটা বুল,neutral
বেকার,neutral
সত্তিই গল্পটা অসাধারণ অনেক ইমোশান আর গভীর ভালোবাসা রয়েছে নিজের চোখের পানি কে আটকাতে পারিনি যদিও এইটা একটা গল্প ছিল তারপর ও আমার হৃদয় ছুয়ে দিয়েছে,neutral
